Event_ID,Product_ID,Submission_ID,Lifecycle_Stage,Stage_Order,Stage_Start_Date,Stage_End_Date,Stage_Duration_Days,Event_Status
900344,106779,500058,Submission Preparation,2,2022-11-03,2022-12-25,52.0,Completed
900345,106779,500058,Regulatory Submission,3,2022-12-25,2023-01-11,17.2,Completed
900346,106779,500058,Regulatory Review,4,2023-01-11,2023-03-31,79.0,Completed
900347,106779,500058,Approval,5,2023-03-31,2023-04-11,11.3,In Progress
900348,106779,500058,Post-Market Monitoring,6,2023-04-11,2023-07-12,92.2,In Progress
900349,105991,500059,Development,1,2024-09-07,2024-11-13,67.9,Completed
900350,105991,500059,Submission Preparation,2,2024-11-13,2024-12-19,36.9,Completed
900351,105991,500059,Regulatory Submission,3,2024-12-20,2024-12-29,9.8,Completed
900352,105991,500059,Regulatory Review,4,2024-12-30,2025-02-20,52.1,Completed
900353,105991,500059,Approval,5,2025-02-20,2025-03-11,19.6,Completed
900354,105991,500059,Post-Market Monitoring,6,2025-03-12,2025-05-16,65.5,Completed
900355,114568,500060,Development,1,2023-08-28,2023-11-24,88.2,Completed
900356,114568,500060,Submission Preparation,2,2023-11-24,2023-12-28,34.4,Completed
900357,114568,500060,Regulatory Submission,3,2023-12-28,2024-01-08,11.3,Completed
900358,114568,500060,Regulatory Review,4,2024-01-08,2024-03-11,63.7,Completed
900359,114568,500060,Approval,5,2024-03-12,2024-03-27,15.8,Completed
900360,114568,500060,Post-Market Monitoring,6,2024-03-28,2024-07-29,123.1,Completed
900361,107451,500061,Development,1,2024-04-26,2024-07-16,81.2,Completed
900362,107451,500061,Submission Preparation,2,2024-07-16,2024-09-10,56.8,Completed
900363,107451,500061,Regulatory Submission,3,2024-09-11,2024-09-18,7.3,Completed
900364,107451,500061,Regulatory Review,4,2024-09-18,2025-01-08,112.3,Completed
900365,107451,500061,Approval,5,2025-01-08,2025-01-24,16.4,In Progress
900366,107451,500061,Post-Market Monitoring,6,2025-01-25,2025-04-16,81.4,In Progress
900367,114747,500062,Development,1,2022-11-14,2023-02-16,94.3,Completed
900368,114747,500062,Submission Preparation,2,2023-02-16,2023-04-05,48.1,Completed
900369,114747,500062,Regulatory Submission,3,2023-04-05,2023-04-13,8.0,Completed
900370,114747,500062,Regulatory Review,4,2023-04-13,2023-07-28,106.9,Completed
900371,114747,500062,Approval,5,2023-07-29,2023-08-14,16.8,Completed
900372,114747,500062,Post-Market Monitoring,6,2023-08-15,2023-11-22,99.6,Completed
900373,109341,500063,Development,1,2023-01-16,2023-05-06,110.3,Completed
900374,109341,500063,Submission Preparation,2,2023-05-06,2023-06-30,55.2,Completed
900375,109341,500063,Regulatory Submission,3,2023-06-30,2023-07-08,8.1,Completed
900376,109341,500063,Regulatory Review,4,2023-07-08,2023-09-25,79.7,Completed
900377,109341,500063,Approval,5,2023-09-26,2023-10-19,23.6,Completed
900378,109341,500063,Post-Market Monitoring,6,2023-10-19,2024-01-18,91.0,Completed
900379,111154,500064,Development,1,2024-05-04,2024-10-01,150.3,Completed
900380,111154,500064,Submission Preparation,2,2024-10-01,2024-11-10,40.6,Completed
900381,111154,500064,Regulatory Submission,3,2024-11-10,2024-11-14,4.2,Completed
900382,111154,500064,Regulatory Review,4,2024-11-15,2025-01-23,69.3,Completed
900383,111154,500064,Approval,5,2025-01-23,2025-02-14,22.1,Completed
900384,111154,500064,Post-Market Monitoring,6,2025-02-14,2025-04-29,74.4,Completed
900385,110669,500065,Development,1,2024-05-27,2024-09-29,125.3,Completed
900386,110669,500065,Submission Preparation,2,2024-09-29,2024-12-11,73.3,Completed
900387,110669,500065,Regulatory Submission,3,2024-12-11,2024-12-28,17.3,Completed
900388,110669,500065,Regulatory Review,4,2024-12-28,2025-02-20,54.5,Completed
900389,110669,500065,Approval,5,2025-02-21,2025-03-01,8.0,In Progress
900390,110669,500065,Post-Market Monitoring,6,2025-03-01,2025-04-20,50.5,In Progress
900391,112114,500066,Development,1,2022-10-28,2023-03-20,143.7,Completed
900392,112114,500066,Submission Preparation,2,2023-03-20,2023-04-24,35.9,Completed
900393,112114,500066,Regulatory Submission,3,2023-04-25,2023-05-11,16.9,Completed
900394,112114,500066,Regulatory Review,4,2023-05-12,2023-06-04,23.5,Completed
900395,112114,500066,Approval,5,2023-06-05,2023-06-24,19.7,In Progress
900396,112114,500066,Post-Market Monitoring,6,2023-06-24,2023-09-05,73.4,In Progress
900397,102188,500067,Development,1,2022-03-30,2022-08-23,146.9,Completed
900398,102188,500067,Submission Preparation,2,2022-08-23,2022-10-19,57.9,Completed
900399,102188,500067,Regulatory Submission,3,2022-10-20,2022-10-30,10.2,Completed
900400,102188,500067,Regulatory Review,4,2022-10-31,2023-02-05,97.4,Completed
900401,102188,500067,Approval,5,2023-02-05,2023-02-18,13.9,Completed
900402,102188,500067,Post-Market Monitoring,6,2023-02-19,2023-04-23,63.5,Completed
900403,101713,500068,Development,1,2024-10-15,2025-02-17,125.1,Completed
900404,101713,500068,Submission Preparation,2,2025-02-17,2025-03-29,40.6,Completed
900405,101713,500068,Regulatory Submission,3,2025-03-29,2025-04-12,14.3,Completed
900406,101713,500068,Regulatory Review,4,2025-04-13,2025-05-19,36.6,Completed
900407,101713,500068,Approval,5,2025-05-19,2025-06-06,18.5,Completed
900408,101713,500068,Post-Market Monitoring,6,2025-06-07,2025-10-04,119.2,Completed
900409,104420,500069,Development,1,2023-05-25,2023-11-02,161.7,Completed
900410,104420,500069,Submission Preparation,2,2023-11-02,2023-12-05,33.6,Completed
900411,104420,500069,Regulatory Submission,3,2023-12-06,2023-12-20,14.6,Completed
900412,104420,500069,Regulatory Review,4,2023-12-20,2024-02-05,47.9,Completed
900413,104420,500069,Approval,5,2024-02-06,2024-02-22,16.9,Completed
900414,104420,500069,Post-Market Monitoring,6,2024-02-23,2024-05-12,79.8,Completed
900415,104055,500070,Development,1,2022-05-20,2022-10-05,138.8,Completed
900416,104055,500070,Submission Preparation,2,2022-10-05,2022-11-14,40.1,Completed
900417,104055,500070,Regulatory Submission,3,2022-11-14,2022-11-22,8.9,Completed
900418,104055,500070,Regulatory Review,4,2022-11-23,2022-12-29,36.4,Completed
900419,104055,500070,Approval,5,2022-12-30,2023-01-14,15.0,Completed
900420,104055,500070,Post-Market Monitoring,6,2023-01-14,2023-04-11,87.5,Completed
900421,107410,500071,Development,1,2023-07-18,2023-10-10,84.2,Completed
900422,107410,500071,Submission Preparation,2,2023-10-10,2023-12-09,60.6,Completed
900423,107410,500071,Regulatory Submission,3,2023-12-09,2023-12-18,9.9,Completed
900424,107410,500071,Regulatory Review,4,2023-12-19,2024-03-17,89.7,Completed
900425,107410,500071,Approval,5,2024-03-18,2024-04-06,19.1,In Progress
900426,107410,500071,Post-Market Monitoring,6,2024-04-06,2024-08-05,121.5,In Progress
900427,101837,500072,Development,1,2022-11-21,2023-04-21,151.8,Completed
900428,101837,500072,Submission Preparation,2,2023-04-21,2023-05-27,36.3,Completed
900429,101837,500072,Regulatory Submission,3,2023-05-28,2023-06-01,4.7,Completed
900430,101837,500072,Regulatory Review,4,2023-06-01,2023-07-19,48.4,Completed
900431,101837,500072,Approval,5,2023-07-20,2023-08-03,14.8,In Progress
900432,101837,500072,Post-Market Monitoring,6,2023-08-04,2023-09-19,46.4,In Progress
900433,108050,500073,Development,1,2023-08-10,2023-11-16,98.0,Completed
900434,108050,500073,Submission Preparation,2,2023-11-16,2023-12-27,41.7,Completed
900435,108050,500073,Regulatory Submission,3,2023-12-27,2024-01-14,18.0,Completed
900436,108050,500073,Regulatory Review,4,2024-01-14,2024-03-09,55.7,Completed
900437,108050,500073,Approval,5,2024-03-10,2024-03-27,17.2,Completed
900438,108050,500073,Post-Market Monitoring,6,2024-03-27,2024-07-18,113.5,Completed
900439,102299,500074,Development,1,2023-07-08,2023-10-31,115.4,Completed
900440,102299,500074,Submission Preparation,2,2023-10-31,2023-12-30,60.4,Completed
900441,102299,500074,Regulatory Submission,3,2023-12-30,2024-01-14,15.8,Completed
900442,102299,500074,Regulatory Review,4,2024-01-15,2024-03-10,55.3,Completed
900443,102299,500074,Approval,5,2024-03-10,2024-03-31,21.3,Completed
900444,102299,500074,Post-Market Monitoring,6,2024-04-01,2024-06-03,63.4,Completed
900445,110957,500075,Development,1,2023-11-08,2024-02-09,93.5,Completed
900446,110957,500075,Submission Preparation,2,2024-02-09,2024-03-02,22.4,Completed
900447,110957,500075,Regulatory Submission,3,2024-03-02,2024-03-10,8.6,Completed
900448,110957,500075,Regulatory Review,4,2024-03-11,2024-06-26,107.5,Completed
900449,110957,500075,Approval,5,2024-06-27,2024-07-12,15.4,In Progress
900450,110957,500075,Post-Market Monitoring,6,2024-07-12,2024-11-26,137.2,In Progress
900451,111659,500076,Development,1,2023-04-24,2023-08-20,118.0,Completed
900452,111659,500076,Submission Preparation,2,2023-08-20,2023-09-15,26.7,Completed
900453,111659,500076,Regulatory Submission,3,2023-09-15,2023-09-20,5.8,Completed
900454,111659,500076,Regulatory Review,4,2023-09-21,2023-12-20,90.3,Completed
900455,111659,500076,Approval,5,2023-12-20,2024-01-01,12.7,Completed
900456,111659,500076,Post-Market Monitoring,6,2024-01-02,2024-05-11,130.2,Completed
900457,114558,500077,Development,1,2022-07-28,2022-11-25,120.5,Completed
900458,114558,500077,Submission Preparation,2,2022-11-25,2023-01-15,51.0,Completed
900459,114558,500077,Regulatory Submission,3,2023-01-15,2023-01-26,11.7,Completed
900460,114558,500077,Regulatory Review,4,2023-01-27,2023-03-08,40.4,Completed
900461,114558,500077,Approval,5,2023-03-08,2023-03-18,10.6,Completed
900462,114558,500077,Post-Market Monitoring,6,2023-03-19,2023-06-21,94.4,Completed
900463,103071,500078,Development,1,2024-08-06,2024-12-12,128.7,Completed
900464,103071,500078,Submission Preparation,2,2024-12-12,2025-02-05,55.6,Completed
900465,103071,500078,Regulatory Submission,3,2025-02-06,2025-02-23,17.4,Completed
900466,103071,500078,Regulatory Review,4,2025-02-23,2025-05-02,68.9,Completed
900467,103071,500078,Approval,5,2025-05-03,2025-05-17,14.1,In Progress
900468,103071,500078,Post-Market Monitoring,6,2025-05-17,2025-07-31,75.8,In Progress
900469,101235,500079,Development,1,2024-02-18,2024-07-10,143.4,Completed
900470,101235,500079,Submission Preparation,2,2024-07-10,2024-09-05,57.7,Completed
900471,101235,500079,Regulatory Submission,3,2024-09-06,2024-09-18,12.2,Completed
900472,101235,500079,Regulatory Review,4,2024-09-18,2024-11-22,65.8,Completed
900473,101235,500079,Approval,5,2024-11-23,2024-12-07,14.0,In Progress
900474,101235,500079,Post-Market Monitoring,6,2024-12-07,2025-03-31,114.1,In Progress
900475,105670,500080,Development,1,2021-12-20,2022-06-22,184.3,Completed
900476,105670,500080,Submission Preparation,2,2022-06-22,2022-07-23,31.3,Completed
900477,105670,500080,Regulatory Submission,3,2022-07-23,2022-08-08,16.5,Completed
900478,105670,500080,Regulatory Review,4,2022-08-09,2022-11-05,88.1,Completed
900479,105670,500080,Approval,5,2022-11-05,2022-11-13,8.7,Completed
900480,105670,500080,Post-Market Monitoring,6,2022-11-13,2023-01-21,69.9,Completed
900481,110927,500081,Development,1,2024-11-07,2025-03-24,137.7,Completed
900482,110927,500081,Submission Preparation,2,2025-03-24,2025-04-24,31.2,Completed
900483,110927,500081,Regulatory Submission,3,2025-04-24,2025-05-12,18.6,Completed
900484,110927,500081,Regulatory Review,4,2025-05-13,2025-07-15,63.2,Completed
900485,110927,500081,Approval,5,2025-07-15,2025-08-03,19.9,Completed
900486,110927,500081,Post-Market Monitoring,6,2025-08-04,2025-09-24,51.0,Completed
900487,106548,500082,Development,1,2024-05-30,2024-10-11,134.1,Completed
900488,106548,500082,Submission Preparation,2,2024-10-11,2024-11-25,45.5,Completed
900489,106548,500082,Regulatory Submission,3,2024-11-25,2024-12-12,17.0,Completed
900490,106548,500082,Regulatory Review,4,2024-12-12,2025-02-10,60.2,Completed
900491,106548,500082,Approval,5,2025-02-10,2025-02-18,8.6,In Progress
900492,106548,500082,Post-Market Monitoring,6,2025-02-19,2025-04-25,65.3,In Progress
900493,103113,500083,Development,1,2023-12-14,2024-04-20,128.5,Completed
900494,103113,500083,Submission Preparation,2,2024-04-20,2024-05-18,28.8,Completed
900495,103113,500083,Regulatory Submission,3,2024-05-19,2024-05-31,12.6,Completed
900496,103113,500083,Regulatory Review,4,2024-05-31,2024-09-08,100.2,Completed
900497,103113,500083,Approval,5,2024-09-09,2024-09-21,12.0,Completed
900498,103113,500083,Post-Market Monitoring,6,2024-09-21,2025-01-08,109.5,Completed
900499,101026,500084,Development,1,2022-04-15,2022-09-15,153.5,Completed
900500,101026,500084,Submission Preparation,2,2022-09-15,2022-10-29,44.7,Completed
900501,101026,500084,Regulatory Submission,3,2022-10-30,2022-11-18,19.7,Completed
900502,101026,500084,Regulatory Review,4,2022-11-18,2023-03-08,110.1,Completed
900503,101026,500084,Approval,5,2023-03-09,2023-03-28,19.5,Completed
900504,101026,500084,Post-Market Monitoring,6,2023-03-28,2023-06-08,72.5,Completed
900505,102434,500085,Development,1,2023-05-25,2023-10-04,132.4,Completed
900506,102434,500085,Submission Preparation,2,2023-10-04,2023-11-29,56.8,Completed
900507,102434,500085,Regulatory Submission,3,2023-11-30,2023-12-20,20.7,Completed
900508,102434,500085,Regulatory Review,4,2023-12-20,2024-04-08,110.4,Completed
900509,102434,500085,Approval,5,2024-04-09,2024-05-05,26.7,Completed
900510,102434,500085,Post-Market Monitoring,6,2024-05-05,2024-07-17,73.3,Completed
900511,112920,500086,Development,1,2022-07-19,2022-12-06,140.8,Completed
900512,112920,500086,Submission Preparation,2,2022-12-06,2023-01-20,45.6,Completed
900513,112920,500086,Regulatory Submission,3,2023-01-21,2023-01-31,10.1,Completed
900514,112920,500086,Regulatory Review,4,2023-01-31,2023-05-28,117.1,Completed
900515,112920,500086,Approval,5,2023-05-28,2023-06-10,13.5,Completed
900516,112920,500086,Post-Market Monitoring,6,2023-06-11,2023-08-25,75.9,Completed
900517,112304,500087,Development,1,2024-02-21,2024-04-26,65.1,Completed
900518,112304,500087,Submission Preparation,2,2024-04-26,2024-06-11,46.2,Completed
900519,112304,500087,Regulatory Submission,3,2024-06-11,2024-06-26,15.9,Completed
900520,112304,500087,Regulatory Review,4,2024-06-27,2024-09-08,73.9,Completed
900521,112304,500087,Approval,5,2024-09-09,2024-10-03,24.1,Completed
900522,112304,500087,Post-Market Monitoring,6,2024-10-03,2024-12-28,86.0,Completed
900523,112686,500088,Development,1,2021-12-06,2022-06-09,185.5,Completed
900524,112686,500088,Submission Preparation,2,2022-06-09,2022-07-24,45.7,Completed
900525,112686,500088,Regulatory Submission,3,2022-07-25,2022-08-12,18.0,Completed
900526,112686,500088,Regulatory Review,4,2022-08-12,2022-11-24,104.9,Completed
900527,112686,500088,Approval,5,2022-11-25,2022-12-19,24.0,Completed
900528,112686,500088,Post-Market Monitoring,6,2022-12-19,2023-03-15,86.0,Completed
900529,107689,500089,Development,1,2024-04-18,2024-07-17,90.1,Completed
900530,107689,500089,Submission Preparation,2,2024-07-17,2024-09-18,63.8,Completed
900531,107689,500089,Regulatory Submission,3,2024-09-18,2024-09-30,12.1,Completed
900532,107689,500089,Regulatory Review,4,2024-09-30,2024-12-19,80.9,Completed
900533,107689,500089,Approval,5,2024-12-20,2025-01-01,12.7,Completed
900534,107689,500089,Post-Market Monitoring,6,2025-01-02,2025-03-28,85.9,Completed
900535,100288,500090,Development,1,2024-02-15,2024-04-28,73.4,Completed
900536,100288,500090,Submission Preparation,2,2024-04-28,2024-06-28,61.7,Completed
900537,100288,500090,Regulatory Submission,3,2024-06-29,2024-07-15,16.8,Completed
900538,100288,500090,Regulatory Review,4,2024-07-15,2024-09-27,74.5,Completed
900539,100288,500090,Approval,5,2024-09-28,2024-10-05,7.9,Completed
900540,100288,500090,Post-Market Monitoring,6,2024-10-06,2024-12-01,56.5,Completed
900541,110130,500091,Development,1,2024-07-24,2024-12-14,143.0,Completed
900542,110130,500091,Submission Preparation,2,2024-12-14,2025-02-05,53.0,Completed
900543,110130,500091,Regulatory Submission,3,2025-02-05,2025-02-18,13.1,Completed
900544,110130,500091,Regulatory Review,4,2025-02-18,2025-04-04,45.1,Completed
900545,110130,500091,Approval,5,2025-04-04,2025-04-26,22.8,Completed
900546,110130,500091,Post-Market Monitoring,6,2025-04-27,2025-08-15,110.0,Completed
900547,108883,500092,Development,1,2023-01-21,2023-05-28,127.9,Completed
900548,108883,500092,Submission Preparation,2,2023-05-28,2023-07-04,37.1,Completed
900549,108883,500092,Regulatory Submission,3,2023-07-05,2023-07-17,12.2,Completed
900550,108883,500092,Regulatory Review,4,2023-07-17,2023-10-10,85.7,Completed
900551,108883,500092,Approval,5,2023-10-10,2023-10-26,16.7,Completed
900552,108883,500092,Post-Market Monitoring,6,2023-10-27,2024-03-14,139.5,Completed
900553,109513,500093,Development,1,2022-09-11,2022-11-30,80.6,Completed
900554,109513,500093,Submission Preparation,2,2022-11-30,2023-01-28,59.3,Completed
900555,109513,500093,Regulatory Submission,3,2023-01-28,2023-02-12,15.8,Completed
900556,109513,500093,Regulatory Review,4,2023-02-13,2023-06-07,114.0,Completed
900557,109513,500093,Approval,5,2023-06-07,2023-06-22,15.5,Completed
900558,109513,500093,Post-Market Monitoring,6,2023-06-23,2023-09-29,98.6,Completed
900559,108978,500094,Development,1,2022-11-19,2023-03-06,107.7,Completed
900560,108978,500094,Submission Preparation,2,2023-03-06,2023-04-25,50.3,Completed
900561,108978,500094,Regulatory Submission,3,2023-04-26,2023-05-09,13.9,Completed
900562,108978,500094,Regulatory Review,4,2023-05-09,2023-06-20,42.3,Completed
900563,108978,500094,Approval,5,2023-06-21,2023-07-02,11.9,Completed
900564,108978,500094,Post-Market Monitoring,6,2023-07-03,2023-10-02,91.1,Completed
900565,103704,500095,Development,1,2024-02-08,2024-07-11,154.9,Completed
900566,103704,500095,Submission Preparation,2,2024-07-11,2024-09-01,52.1,Completed
900567,103704,500095,Regulatory Submission,3,2024-09-02,2024-09-21,19.9,Completed
900568,103704,500095,Regulatory Review,4,2024-09-21,2024-12-26,96.4,Completed
900569,103704,500095,Approval,5,2024-12-27,2025-01-17,21.8,In Progress
900570,103704,500095,Post-Market Monitoring,6,2025-01-18,2025-03-04,45.3,In Progress
900571,109377,500096,Development,1,2024-07-22,2024-10-23,93.8,Completed
900572,109377,500096,Submission Preparation,2,2024-10-23,2024-11-30,38.3,Completed
900573,109377,500096,Regulatory Submission,3,2024-12-01,2024-12-12,11.9,Completed
900574,109377,500096,Regulatory Review,4,2024-12-13,2025-02-04,53.5,Completed
900575,109377,500096,Approval,5,2025-02-04,2025-02-16,12.3,In Progress
